dtime,yaw,pitch,roll,q0,q1,q2,q3
"2021/10/15 10:24:01",-4.42126642162,-7.693592563,0.330011644618,0.997007787228,0.00028344016755,-0.0671494603157,-0.0382931269705
"2021/10/15 10:24:33",-4.41490703578,-7.68811682784,0.334486228536,0.997013092041,0.000327943795128,-0.0671032965183,-0.038235437125
"2021/10/15 10:25:03",-4.41116581614,-7.68966089515,0.339091033004,0.997013390064,0.000369678862626,-0.0671182572842,-0.0382001139224
"2021/10/15 10:25:32",-4.40591953969,-7.69248734286,0.343432464798,0.997013509274,0.000409574015066,-0.0671442747116,-0.0381517894566
"2021/10/15 10:26:04",-4.40305338922,-7.69200029543,0.349365025468,0.997014701366,0.000463033851702,-0.0671420022845,-0.0381233990192
"2021/10/15 10:26:34",-4.39904328777,-7.68912572166,0.354630789615,0.997017681599,0.000512164551765,-0.0671187266707,-0.038085564971
"2021/10/15 10:27:04",-4.39709549093,-7.68576009736,0.361018105872,0.997020304203,0.000570009695366,-0.0670915544033,-0.038065046072
"2021/10/15 10:27:34",-4.39120241179,-7.69012046877,0.366357252283,0.997019648552,0.000618451216724,-0.0671312361956,-0.0380104258657
"2021/10/15 10:28:04",-4.39000627979,-7.6986430126,0.37309481187,0.997015058994,0.000674914859701,-0.0672076120973,-0.0379956401885
"2021/10/15 10:28:34",-4.38618979662,-7.70905350822,0.379998141463,0.997010171413,0.000733727356419,-0.0673004537821,-0.0379578508437
"2021/10/15 10:29:04",-4.38546098394,-7.71562266972,0.38730229929,0.99700653553,0.0007955043111,-0.067360021174,-0.0379468798637
"2021/10/15 10:29:36",-4.3829629381,-7.72026078964,0.395092168555,0.997004568577,0.000863194989506,-0.0674029365182,-0.0379203222692
"2021/10/15 10:30:06",-4.38097085026,-7.72513063878,0.40227161095,0.997002363205,0.000925201165956,-0.0674476623535,-0.0378985106945
"2021/10/15 10:30:36",-4.38008287955,-7.72964800547,0.410466969911,0.996999919415,0.000995514797978,-0.0674896687269,-0.0378857180476
"2021/10/15 10:31:06",-4.37162836065,-7.7314953457,0.418424991561,0.99700152874,0.00106911524199,-0.0675082951784,-0.0378073714674
"2021/10/15 10:31:37",-4.36628260531,-7.73090821375,0.427161139791,0.997003555298,0.00114846939687,-0.0675060153008,-0.0377557463944
"2021/10/15 10:32:06",-4.36470039372,-7.72608521418,0.436512890243,0.997006833553,0.00123237643857,-0.0674671158195,-0.0377367399633
"2021/10/15 10:32:38",-4.36206968723,-7.72075762042,0.447247052558,0.997010707855,0.00132909580134,-0.0674242675304,-0.0377078317106
"2021/10/15 10:33:07",-4.36831585129,-7.71573578705,0.459441601888,0.997011423111,0.00143319787458,-0.0673846676946,-0.0377552881837
"2021/10/15 10:33:37",-4.3682335156,-7.70771822871,0.470336508762,0.997016012669,0.00153071794193,-0.0673184990883,-0.0377486310899
"2021/10/15 10:34:07",-4.37007051009,-7.69741925929,0.482463562691,0.997021257877,0.0016385957133,-0.067232914269,-0.0377580970526
"2021/10/15 10:34:39",-4.37084543239,-7.70640310358,0.495790367254,0.997015535831,0.00175108714029,-0.0673154816031,-0.0377564802766
"2021/10/15 10:35:09",-4.37205719919,-7.71189828566,0.509438360054,0.997011721134,0.00186728173867,-0.0673678070307,-0.0377586707473
"2021/10/15 10:35:39",-4.37467849571,-7.71831301844,0.523558397193,0.997006893158,0.00198644422926,-0.0674283131957,-0.0377727784216
"2021/10/15 10:36:09",-4.37731828188,-7.72421727311,0.538226533067,0.9970023036,0.00211053178646,-0.0674845650792,-0.0377867408097
"2021/10/15 10:36:40",-4.38247067634,-7.73290006792,0.554605649388,0.996995151043,0.00224708789028,-0.0675656124949,-0.0378213599324
"2021/10/15 10:37:10",-4.38468331154,-7.73852386197,0.570812530306,0.996990799904,0.00238490034826,-0.0676199346781,-0.037830684334
"2021/10/15 10:37:40",-4.38997861807,-7.73992881879,0.587964339858,0.996987879276,0.0025305300951,-0.0676379352808,-0.0378665402532
"2021/10/15 10:38:10",-4.39839930314,-7.73789416814,0.606731984079,0.996985852718,0.00268953060731,-0.06762663275,-0.0379288643599
"2021/10/15 10:38:40",-4.40348357367,-7.73293164217,0.625096885399,0.996986627579,0.00284798652865,-0.0675896629691,-0.0379626080394
"2021/10/15 10:39:11",-4.41045844625,-7.72692649767,0.644726738548,0.996987342834,0.00301669049077,-0.0675441026688,-0.0380121432245
"2021/10/15 10:39:42",-4.41916762531,-7.72021646113,0.666177733024,0.996987819672,0.00320046325214,-0.0674930810928,-0.0380757637322
"2021/10/15 10:40:12",-4.42693396705,-7.70998195608,0.686812410186,0.99699062109,0.00337889511138,-0.0674111247063,-0.0381319448352
"2021/10/15 10:40:41",-4.43596619634,-7.70160910839,0.708940097636,0.996991813183,0.00356895197183,-0.0673459246755,-0.0381981506944
"2021/10/15 10:41:11",-4.44599228116,-7.70585864767,0.734258528027,0.996985197067,0.00378188816831,-0.0673916637897,-0.0382701680064
